MHT_CET,JEE_Main,Branch,Category,Gender,Allocated_College
79.76,57.32,CS,OPEN,Male,Orchid Solapur
84.71,77.95,CS,SC,Male,DY Patil Akurdi
80.45,61.39,IT,OPEN,Female,Sinhgad Pune
97.0,87.3,CS,OBC,Female,SPIT Mumbai
60.76,85.19,EnTC,SC,Male,Local City College
69.19,91.23,IT,SC,Male,Local City College
68.98,81.64,CS,OPEN,Female,Local City College
99.25,99.99,CS,OPEN,Male,COEP Pune
99.99,54.44,EnTC,OPEN,Male,COEP Pune
83.43,40.79,Mech,OBC,Male,Govt College Karad
82.47,67.14,IT,OPEN,Male,Govt College Karad
86.05,43.64,IT,OBC,Female,WIT Solapur
99.99,45.15,EnTC,OPEN,Female,COEP Pune
71.09,54.97,EnTC,OBC,Female,Local City College
88.58,56.56,CS,OPEN,Male,WIT Solapur
99.63,55.91,EnTC,OBC,Female,COEP Pune
92.52,85.36,EnTC,OPEN,Female,PCCOE Pune
87.84,64.88,EnTC,OPEN,Male,WIT Solapur
99.99,71.41,EnTC,EWS,Male,COEP Pune
44.45,92.88,Civil,OPEN,Female,Not Allotted
95.17,59.67,CS,OBC,Female,Walchand Sangli
75.19,69.71,Civil,EWS,Male,Orchid Solapur
57.54,82.32,IT,OBC,Male,Not Allotted
92.67,36.17,EnTC,ST,Male,PICT Pune
99.99,27.3,CS,OPEN,Male,COEP Pune
82.94,81.92,IT,OPEN,Male,Govt College Karad
99.29,84.84,EnTC,OPEN,Female,COEP Pune
99.99,99.99,EnTC,OPEN,Female,COEP Pune
99.99,78.16,CS,OPEN,Female,COEP Pune
99.99,91.39,IT,OPEN,Female,COEP Pune
96.13,71.09,CS,OBC,Male,SPIT Mumbai
86.13,80.94,Civil,EWS,Male,WIT Solapur
60.97,99.99,Mech,OPEN,Female,Local City College
81.31,32.52,CS,OPEN,Male,Sinhgad Pune
72.35,83.27,Mech,OPEN,Female,Local City College
99.99,99.99,Civil,OPEN,Female,COEP Pune
82.36,80.64,IT,SC,Female,WIT Solapur
86.85,99.99,EnTC,OPEN,Female,WIT Solapur
93.27,62.42,IT,OPEN,Female,VIT Pune
85.65,74.36,EnTC,SC,Female,DY Patil Akurdi
99.99,75.67,CS,ST,Male,COEP Pune
75.66,30.65,CS,OBC,Male,Orchid Solapur
87.92,51.64,IT,OBC,Female,WIT Solapur
73.86,53.06,CS,OPEN,Female,Local City College
65.2,91.44,Mech,OPEN,Female,Local City College
75.82,92.44,CS,OPEN,Male,Orchid Solapur
84.44,81.48,IT,OPEN,Male,Govt College Karad
78.56,91.48,Mech,EWS,Male,Orchid Solapur
74.61,71.72,IT,OBC,Female,Local City College
63.91,99.04,IT,OPEN,Male,Local City College
83.75,75.18,Civil,OPEN,Female,Govt College Karad
62.43,76.16,Mech,OPEN,Male,Local City College
96.4,69.69,CS,OBC,Female,SPIT Mumbai
86.24,88.69,IT,OPEN,Female,WIT Solapur
63.14,66.58,Civil,OPEN,Female,Local City College
80.36,94.53,IT,OBC,Male,Sinhgad Pune
73.72,52.36,IT,OPEN,Male,Local City College
89.79,53.02,CS,OPEN,Male,DY Patil Akurdi
99.99,88.75,CS,OPEN,Female,COEP Pune
56.87,73.23,EnTC,OPEN,Female,Not Allotted
86.73,65.92,EnTC,OPEN,Male,WIT Solapur
82.6,92.8,Civil,OPEN,Male,Govt College Karad
95.07,62.85,EnTC,SC,Female,COEP Pune
88.2,71.0,CS,SC,Female,VIT Pune
73.72,99.99,CS,OBC,Male,Local City College
80.21,99.99,Civil,ST,Female,WIT Solapur
73.06,99.99,CS,OPEN,Male,Local City College
99.99,69.36,CS,ST,Male,COEP Pune
85.32,99.61,Civil,OPEN,Female,WIT Solapur
99.99,56.02,IT,OPEN,Male,COEP Pune
84.09,56.86,CS,OPEN,Male,Govt College Karad
74.37,27.99,Mech,OPEN,Female,Local City College
62.29,99.99,Civil,EWS,Male,Local City College
57.95,57.72,CS,OPEN,Male,Not Allotted
61.24,72.47,Mech,OPEN,Female,Local City College
89.01,56.79,IT,OPEN,Female,DY Patil Akurdi
92.63,88.9,IT,OPEN,Male,PCCOE Pune
61.28,67.49,Civil,OPEN,Male,Local City College
98.43,48.9,Civil,OPEN,Female,PICT Pune
77.75,83.83,CS,OPEN,Female,Orchid Solapur
87.2,46.33,CS,ST,Male,PCCOE Pune
99.99,58.25,CS,OPEN,Male,COEP Pune
98.45,32.86,IT,OPEN,Male,PICT Pune
80.97,46.52,CS,OBC,Male,Sinhgad Pune
71.63,78.57,IT,EWS,Female,Local City College
52.72,35.71,CS,OPEN,Female,Not Allotted
74.21,45.38,IT,OPEN,Female,Local City College
81.83,74.95,CS,EWS,Female,Sinhgad Pune
70.19,64.13,Mech,OPEN,Male,Local City College
83.03,99.99,CS,OBC,Female,Govt College Karad
86.15,99.99,CS,OPEN,Male,WIT Solapur
81.63,57.64,Mech,EWS,Male,Sinhgad Pune
75.25,86.14,EnTC,EWS,Female,Orchid Solapur
87.53,89.99,CS,SC,Female,PCCOE Pune
91.63,63.05,CS,OPEN,Male,PCCOE Pune
68.64,45.09,EnTC,OPEN,Female,Local City College
99.99,74.75,IT,OPEN,Male,COEP Pune
83.52,71.54,EnTC,ST,Male,WIT Solapur
85.28,66.28,IT,EWS,Female,WIT Solapur
95.62,83.85,CS,OPEN,Male,Walchand Sangli
88.5,59.99,IT,OBC,Female,WIT Solapur
99.3,51.96,EnTC,OPEN,Female,COEP Pune
89.31,77.18,Civil,OPEN,Female,DY Patil Akurdi
75.81,82.72,CS,OBC,Male,Orchid Solapur
90.42,51.47,IT,OPEN,Female,DY Patil Akurdi
67.84,93.56,CS,OPEN,Male,Local City College
86.63,39.59,IT,OPEN,Female,WIT Solapur
84.5,63.44,Mech,SC,Male,DY Patil Akurdi
81.88,69.84,IT,ST,Male,WIT Solapur
83.07,62.28,Civil,EWS,Male,Govt College Karad
56.77,63.7,EnTC,SC,Male,Local City College
76.77,99.99,Civil,OBC,Male,Orchid Solapur
86.39,57.98,EnTC,OPEN,Female,WIT Solapur
87.4,99.99,CS,EWS,Male,WIT Solapur
69.58,83.74,CS,OBC,Female,Local City College
99.99,76.84,IT,OBC,Female,COEP Pune
72.01,84.52,CS,OBC,Female,Local City College
99.54,99.99,IT,SC,Female,COEP Pune
91.41,55.13,IT,OPEN,Male,PCCOE Pune
75.31,52.59,Civil,OPEN,Female,Orchid Solapur
99.99,59.9,IT,OBC,Female,COEP Pune
67.1,75.64,EnTC,ST,Female,Local City College
98.79,40.48,Civil,OBC,Female,VJTI Mumbai
99.99,75.45,Mech,OPEN,Female,COEP Pune
74.94,99.99,CS,OPEN,Female,Local City College
99.99,78.03,IT,SC,Male,COEP Pune
81.25,69.15,CS,SC,Male,WIT Solapur
89.33,62.64,IT,OBC,Male,DY Patil Akurdi
88.9,92.97,IT,OPEN,Female,WIT Solapur
82.99,58.48,Mech,EWS,Female,Govt College Karad
97.16,99.99,IT,OBC,Female,SPIT Mumbai
96.9,99.99,IT,SC,Male,COEP Pune
58.77,80.14,Civil,OPEN,Female,Not Allotted
99.99,74.77,CS,OPEN,Female,COEP Pune
60.06,95.61,IT,ST,Male,Local City College
99.99,96.9,EnTC,OPEN,Female,COEP Pune
99.99,58.88,CS,OBC,Male,COEP Pune
68.64,64.47,EnTC,OPEN,Female,Local City College
78.84,48.55,CS,SC,Female,Govt College Karad
68.41,83.18,Mech,OPEN,Female,Local City College
81.78,88.33,CS,OPEN,Male,Sinhgad Pune
80.38,48.0,CS,EWS,Female,Sinhgad Pune
96.69,65.9,IT,OBC,Male,SPIT Mumbai
99.99,48.05,CS,OPEN,Female,COEP Pune
99.99,57.02,CS,OPEN,Male,COEP Pune
76.57,86.02,IT,EWS,Female,Orchid Solapur
81.86,60.33,IT,OPEN,Male,Sinhgad Pune
59.75,68.98,IT,OBC,Male,Not Allotted
72.91,42.45,IT,OPEN,Female,Local City College
99.47,78.74,IT,ST,Male,COEP Pune
99.99,74.11,EnTC,SC,Male,COEP Pune
66.48,60.42,CS,OBC,Male,Local City College
76.11,71.22,CS,OPEN,Female,Orchid Solapur
84.6,78.61,EnTC,ST,Male,DY Patil Akurdi
89.2,58.7,Mech,OPEN,Female,DY Patil Akurdi
72.86,45.47,CS,EWS,Male,Local City College
91.36,99.99,IT,OPEN,Male,PCCOE Pune
77.89,62.33,IT,OBC,Male,Orchid Solapur
84.78,73.06,IT,OPEN,Male,Govt College Karad
93.19,95.22,EnTC,SC,Female,PICT Pune
85.1,99.99,CS,OPEN,Female,WIT Solapur
78.45,50.11,EnTC,OPEN,Male,Orchid Solapur
83.36,84.0,CS,OPEN,Female,Govt College Karad
83.67,60.85,IT,OPEN,Female,Govt College Karad
79.45,64.22,Mech,OPEN,Male,Orchid Solapur
81.12,60.6,IT,OPEN,Male,Sinhgad Pune
99.99,52.49,CS,ST,Male,COEP Pune
93.41,74.17,Civil,OPEN,Male,VIT Pune
80.57,45.51,Mech,SC,Male,WIT Solapur
95.45,93.94,EnTC,OPEN,Male,Walchand Sangli
79.99,76.1,IT,OBC,Female,Orchid Solapur
99.99,83.45,CS,OPEN,Male,COEP Pune
90.54,65.68,Civil,EWS,Male,DY Patil Akurdi
83.39,67.66,IT,SC,Male,WIT Solapur
91.72,80.75,Mech,OPEN,Female,PCCOE Pune
61.44,51.72,CS,SC,Male,Local City College
68.1,67.84,CS,OPEN,Female,Local City College
67.09,57.81,Civil,OBC,Female,Local City College
87.14,57.19,IT,OPEN,Female,WIT Solapur
99.99,32.8,CS,OPEN,Male,COEP Pune
99.99,99.99,CS,OPEN,Female,COEP Pune
94.57,61.27,IT,SC,Male,COEP Pune
92.51,98.27,CS,OPEN,Male,PCCOE Pune
57.98,96.38,IT,SC,Male,Local City College
76.86,49.28,IT,OBC,Male,Orchid Solapur
73.18,53.23,EnTC,OPEN,Female,Local City College
75.69,99.99,IT,SC,Male,Sinhgad Pune
82.48,99.99,Civil,SC,Female,WIT Solapur
77.92,74.37,CS,EWS,Female,Orchid Solapur
55.31,80.15,IT,OBC,Male,Not Allotted
96.22,62.38,CS,SC,Male,COEP Pune
68.91,83.65,EnTC,SC,Female,Local City College
88.59,60.66,Civil,OPEN,Female,WIT Solapur
99.99,34.35,Mech,OPEN,Male,COEP Pune
71.21,48.57,IT,OPEN,Male,Local City College
47.05,75.42,IT,OPEN,Male,Not Allotted
80.71,52.38,Mech,OPEN,Female,Sinhgad Pune
99.99,73.65,Civil,EWS,Male,COEP Pune
99.99,53.51,Civil,OPEN,Male,COEP Pune
66.56,59.35,IT,SC,Male,Local City College
92.45,92.06,Civil,OBC,Male,PCCOE Pune
78.02,79.95,CS,OPEN,Female,Orchid Solapur
83.41,74.81,CS,OPEN,Female,Govt College Karad
99.99,92.58,CS,OBC,Male,COEP Pune
62.46,84.61,CS,SC,Female,Local City College
88.81,99.99,EnTC,EWS,Male,WIT Solapur
92.02,65.8,Mech,OPEN,Female,PCCOE Pune
99.99,66.41,EnTC,ST,Female,COEP Pune
86.47,48.98,EnTC,OPEN,Male,WIT Solapur
89.62,66.42,IT,OBC,Male,DY Patil Akurdi
79.13,94.3,EnTC,OBC,Male,Orchid Solapur
89.04,99.99,IT,OPEN,Male,DY Patil Akurdi
79.85,94.21,Mech,OPEN,Female,Orchid Solapur
94.32,39.12,EnTC,OPEN,Male,VIT Pune
79.46,96.66,EnTC,OPEN,Male,Orchid Solapur
90.66,38.23,IT,SC,Male,Walchand Sangli
84.56,92.96,Mech,OPEN,Male,Govt College Karad
99.99,67.64,CS,OBC,Male,COEP Pune
84.23,89.05,IT,OPEN,Male,Govt College Karad
58.4,48.35,EnTC,SC,Female,Local City College
99.99,98.42,IT,SC,Male,COEP Pune
71.41,45.7,Mech,SC,Female,Orchid Solapur
75.19,61.63,CS,OBC,Male,Orchid Solapur
76.07,55.04,IT,OPEN,Female,Orchid Solapur
99.99,39.91,Mech,SC,Female,COEP Pune
52.96,76.89,IT,OPEN,Female,Not Allotted
99.99,99.99,IT,OPEN,Male,COEP Pune
99.99,99.99,CS,OPEN,Female,COEP Pune
88.35,76.94,CS,OBC,Male,WIT Solapur
84.18,97.33,EnTC,OBC,Female,Govt College Karad
89.28,79.64,CS,OBC,Male,DY Patil Akurdi
92.82,84.98,Mech,OPEN,Male,PCCOE Pune
94.68,68.16,EnTC,OPEN,Female,VIT Pune
93.33,78.9,CS,EWS,Male,VIT Pune
86.34,85.75,EnTC,OBC,Female,WIT Solapur
82.04,63.43,EnTC,OPEN,Female,Govt College Karad
82.73,73.45,CS,OBC,Male,Govt College Karad
82.08,73.83,CS,OPEN,Female,Govt College Karad
99.99,91.53,IT,OPEN,Male,COEP Pune
93.9,53.68,EnTC,OPEN,Female,VIT Pune
40.89,73.97,EnTC,OPEN,Male,Not Allotted
94.84,99.99,IT,OPEN,Male,VIT Pune
87.92,98.28,EnTC,ST,Male,PCCOE Pune
84.72,99.99,EnTC,OBC,Female,Govt College Karad
79.17,75.49,EnTC,OPEN,Male,Orchid Solapur
99.99,81.42,EnTC,OBC,Male,COEP Pune
99.21,95.04,CS,EWS,Male,COEP Pune
73.41,99.99,Mech,OPEN,Male,Local City College
91.11,35.97,EnTC,SC,Male,SPIT Mumbai
70.43,48.69,Mech,OBC,Male,Local City College
64.31,99.99,IT,OPEN,Male,Local City College
75.6,69.46,CS,OPEN,Male,Orchid Solapur
97.94,61.57,IT,OPEN,Male,PICT Pune
99.3,49.92,IT,OBC,Female,COEP Pune
92.7,63.9,EnTC,OPEN,Male,PCCOE Pune
95.88,46.95,IT,OBC,Male,Walchand Sangli
92.74,99.99,Mech,OBC,Male,PCCOE Pune
75.38,74.55,EnTC,OPEN,Female,Orchid Solapur
91.48,73.84,EnTC,ST,Male,SPIT Mumbai
97.01,86.76,CS,ST,Male,COEP Pune
96.31,94.25,Civil,OPEN,Female,SPIT Mumbai
99.99,93.92,Mech,EWS,Female,COEP Pune
95.62,96.47,EnTC,OPEN,Female,Walchand Sangli
90.27,62.38,CS,OPEN,Male,DY Patil Akurdi
99.99,69.04,IT,OPEN,Male,COEP Pune
84.6,90.38,CS,OBC,Male,Govt College Karad
71.77,64.45,IT,OBC,Male,Local City College
82.55,74.9,CS,OPEN,Female,Govt College Karad
73.83,82.98,IT,OPEN,Female,Local City College
74.87,90.7,EnTC,OPEN,Male,Local City College
82.83,39.45,IT,ST,Female,WIT Solapur
73.11,89.29,IT,ST,Male,Orchid Solapur
80.38,70.33,Mech,OBC,Male,Sinhgad Pune
56.6,89.15,CS,OBC,Male,Not Allotted
88.2,90.54,EnTC,OBC,Male,WIT Solapur
85.02,99.99,CS,OPEN,Female,WIT Solapur
72.74,99.99,CS,OPEN,Female,Local City College
94.89,99.99,CS,OBC,Male,VIT Pune
99.06,99.99,EnTC,OBC,Male,COEP Pune
60.89,80.83,IT,OPEN,Female,Local City College
73.56,75.64,Mech,EWS,Female,Local City College
73.46,92.46,IT,SC,Male,Orchid Solapur
70.9,89.64,CS,OPEN,Female,Local City College
97.44,68.82,EnTC,OBC,Female,SPIT Mumbai
82.09,83.1,CS,EWS,Female,Govt College Karad
81.03,74.3,EnTC,OPEN,Male,Sinhgad Pune
54.94,57.92,CS,OBC,Female,Not Allotted
94.53,99.99,CS,OPEN,Female,VIT Pune
66.41,76.1,EnTC,OPEN,Female,Local City College
85.9,99.99,Civil,SC,Female,DY Patil Akurdi
89.16,42.49,IT,OPEN,Female,DY Patil Akurdi
99.99,63.86,Mech,OPEN,Male,COEP Pune
65.37,75.65,CS,OPEN,Female,Local City College
39.71,97.75,Mech,OPEN,Female,Not Allotted
87.76,82.99,EnTC,OPEN,Female,WIT Solapur
99.99,81.21,CS,SC,Female,COEP Pune
99.99,52.45,CS,OPEN,Male,COEP Pune
88.14,51.86,CS,OBC,Male,WIT Solapur
77.63,81.45,IT,OBC,Male,Orchid Solapur
97.11,47.72,CS,OPEN,Female,SPIT Mumbai
70.4,64.36,EnTC,OBC,Female,Local City College
92.15,85.02,Civil,OBC,Male,PCCOE Pune
92.58,55.35,CS,OPEN,Male,PCCOE Pune
99.99,99.99,IT,OPEN,Male,COEP Pune
99.99,99.48,IT,OBC,Male,COEP Pune
90.89,43.57,Civil,EWS,Male,DY Patil Akurdi
77.37,56.35,IT,OPEN,Male,Orchid Solapur
84.62,29.28,IT,OPEN,Female,Govt College Karad
58.46,59.35,IT,OPEN,Female,Not Allotted
74.58,90.33,CS,OPEN,Male,Local City College
78.86,66.72,CS,OBC,Female,Orchid Solapur
77.14,84.22,IT,OPEN,Female,Orchid Solapur
87.29,44.55,CS,OPEN,Male,WIT Solapur
72.66,90.96,IT,OPEN,Male,Local City College
99.99,63.9,CS,OPEN,Female,COEP Pune
85.0,75.24,IT,OPEN,Female,WIT Solapur
84.86,73.14,CS,OPEN,Female,Govt College Karad
80.08,49.57,Civil,OPEN,Male,Sinhgad Pune
87.33,51.94,Mech,SC,Female,PCCOE Pune
97.38,94.36,CS,EWS,Male,SPIT Mumbai
71.99,82.98,CS,OPEN,Male,Local City College
75.13,96.0,EnTC,OBC,Female,Orchid Solapur
80.44,81.49,CS,OPEN,Male,Sinhgad Pune
64.81,77.86,IT,OPEN,Male,Local City College
72.71,40.48,CS,OPEN,Male,Local City College
77.86,69.59,Civil,OPEN,Female,Orchid Solapur
98.12,74.45,Mech,SC,Female,COEP Pune
88.94,99.99,IT,OPEN,Female,WIT Solapur
87.9,88.74,IT,OPEN,Male,WIT Solapur
97.76,99.99,Civil,SC,Female,COEP Pune
82.94,86.95,Civil,OBC,Male,Govt College Karad
90.86,60.77,Civil,OPEN,Female,DY Patil Akurdi
83.45,77.34,CS,OPEN,Male,Govt College Karad
88.98,79.72,CS,OPEN,Female,WIT Solapur
76.26,56.22,EnTC,OPEN,Female,Orchid Solapur
48.42,67.31,IT,OPEN,Male,Not Allotted
82.99,70.88,CS,OPEN,Male,Govt College Karad
99.99,99.99,CS,OBC,Female,COEP Pune
98.89,33.39,Mech,OBC,Female,VJTI Mumbai
99.48,99.12,Mech,SC,Male,COEP Pune
99.99,56.26,IT,OPEN,Female,COEP Pune
86.33,47.56,Mech,OPEN,Male,WIT Solapur
87.96,98.6,IT,OPEN,Male,WIT Solapur
75.74,89.64,Mech,OBC,Male,Orchid Solapur
80.26,99.99,IT,OPEN,Male,Sinhgad Pune
94.24,91.01,CS,ST,Male,COEP Pune
99.99,99.99,IT,OBC,Male,COEP Pune
82.91,86.17,IT,ST,Male,WIT Solapur
78.25,71.87,IT,SC,Male,Govt College Karad
85.01,81.86,CS,EWS,Male,WIT Solapur
94.02,99.87,Civil,OBC,Male,VIT Pune
63.34,59.41,CS,EWS,Male,Local City College
50.56,61.96,CS,OPEN,Male,Not Allotted
76.74,68.82,IT,OPEN,Male,Orchid Solapur
66.69,32.91,IT,OBC,Male,Local City College
77.38,77.76,IT,EWS,Male,Orchid Solapur
82.78,37.28,EnTC,OPEN,Male,Govt College Karad
78.2,76.06,IT,OPEN,Female,Orchid Solapur
99.99,92.31,EnTC,OBC,Female,COEP Pune
89.9,65.46,EnTC,OBC,Male,DY Patil Akurdi
89.51,99.99,CS,OPEN,Female,DY Patil Akurdi
94.33,45.79,IT,SC,Female,COEP Pune
67.92,98.83,Mech,EWS,Female,Local City College
99.99,88.5,CS,ST,Male,COEP Pune
83.86,40.68,IT,OPEN,Male,Govt College Karad
95.06,99.99,Civil,OPEN,Male,Walchand Sangli
68.92,73.73,IT,OPEN,Female,Local City College
61.69,57.45,IT,OPEN,Female,Local City College
97.27,46.86,Civil,OPEN,Male,SPIT Mumbai
90.65,70.6,CS,SC,Female,Walchand Sangli
71.47,72.45,CS,OPEN,Female,Local City College
71.96,77.05,Mech,ST,Male,Orchid Solapur
99.99,69.04,Mech,EWS,Female,COEP Pune
67.16,87.66,IT,OPEN,Female,Local City College
99.99,67.25,IT,EWS,Male,COEP Pune
71.49,36.3,Mech,SC,Female,Orchid Solapur
94.58,72.01,EnTC,OBC,Male,VIT Pune
80.07,27.65,CS,OPEN,Male,Sinhgad Pune
94.05,82.08,CS,OBC,Male,VIT Pune
76.84,55.41,IT,OPEN,Male,Orchid Solapur
82.56,78.27,Mech,OBC,Male,Govt College Karad
85.61,99.99,Mech,OPEN,Male,WIT Solapur
69.97,56.03,Civil,OBC,Male,Local City College
96.11,96.23,Mech,OPEN,Female,SPIT Mumbai
77.3,66.33,IT,OPEN,Male,Orchid Solapur
81.57,99.99,IT,OBC,Female,Sinhgad Pune
70.08,67.7,EnTC,OBC,Female,Local City College
46.56,58.19,EnTC,OPEN,Male,Not Allotted
82.13,88.74,IT,OPEN,Female,Govt College Karad
99.99,66.28,CS,ST,Male,COEP Pune
96.77,58.17,Civil,OBC,Male,SPIT Mumbai
84.71,65.44,IT,OPEN,Male,Govt College Karad
81.06,74.11,IT,OBC,Male,Sinhgad Pune
85.34,99.99,EnTC,OPEN,Male,WIT Solapur
93.21,36.32,EnTC,OPEN,Male,VIT Pune
67.29,75.46,CS,OBC,Female,Local City College
99.99,87.5,Mech,SC,Female,COEP Pune
95.73,78.87,CS,SC,Female,COEP Pune
95.77,99.99,CS,OPEN,Female,Walchand Sangli
91.58,73.51,IT,ST,Female,SPIT Mumbai
85.29,71.31,EnTC,OPEN,Male,WIT Solapur
95.09,86.85,Civil,EWS,Female,Walchand Sangli
93.88,76.99,Mech,OPEN,Male,VIT Pune
79.69,67.19,Civil,OPEN,Male,Orchid Solapur
76.4,85.32,CS,OBC,Male,Orchid Solapur
86.53,61.95,CS,OPEN,Male,WIT Solapur
99.99,62.78,IT,SC,Male,COEP Pune
66.41,64.44,CS,OBC,Male,Local City College
62.99,99.99,Mech,OPEN,Male,Local City College
87.47,10.58,EnTC,OBC,Female,WIT Solapur
85.76,82.91,Civil,OPEN,Male,WIT Solapur
87.6,75.69,CS,OPEN,Male,WIT Solapur
88.66,41.38,IT,EWS,Female,WIT Solapur
81.65,81.19,IT,ST,Female,WIT Solapur
99.99,84.52,CS,OPEN,Male,COEP Pune
60.99,86.79,IT,OBC,Female,Local City College
72.57,21.96,IT,OPEN,Male,Local City College
83.45,99.99,IT,SC,Male,WIT Solapur
60.35,60.25,IT,EWS,Male,Local City College
82.36,88.73,CS,OPEN,Male,Govt College Karad
99.99,89.82,IT,SC,Female,COEP Pune
85.31,57.47,CS,OPEN,Female,WIT Solapur
88.46,88.21,CS,OPEN,Female,WIT Solapur
66.1,67.29,CS,EWS,Male,Local City College
75.75,33.57,CS,OBC,Male,Orchid Solapur
79.37,98.35,IT,OPEN,Female,Orchid Solapur
80.23,59.5,CS,OBC,Female,Sinhgad Pune
99.99,57.91,IT,OPEN,Male,COEP Pune
93.37,66.94,EnTC,OPEN,Female,VIT Pune
68.33,80.44,EnTC,EWS,Female,Local City College
88.7,73.85,Mech,OBC,Male,WIT Solapur
92.47,85.96,IT,SC,Female,SPIT Mumbai
99.99,48.21,IT,OPEN,Male,COEP Pune
99.99,60.15,Mech,OBC,Female,COEP Pune
69.77,72.68,IT,EWS,Female,Local City College
72.84,99.99,EnTC,OPEN,Male,Local City College
66.14,72.72,IT,OPEN,Male,Local City College
81.49,96.7,IT,OBC,Male,Sinhgad Pune
92.0,75.77,EnTC,OPEN,Male,PCCOE Pune
99.81,65.33,CS,OPEN,Male,COEP Pune
83.86,70.07,CS,ST,Male,WIT Solapur
80.2,71.63,CS,EWS,Female,Sinhgad Pune
87.28,87.07,IT,OBC,Female,WIT Solapur
72.47,99.99,CS,SC,Male,Orchid Solapur
99.99,82.19,IT,ST,Male,COEP Pune
60.89,98.74,EnTC,SC,Male,Local City College
87.77,55.7,EnTC,OPEN,Female,WIT Solapur
99.99,66.71,IT,OPEN,Female,COEP Pune
85.1,60.51,Civil,OPEN,Female,WIT Solapur
82.15,81.29,IT,OPEN,Female,Govt College Karad
79.64,67.82,IT,OPEN,Male,Orchid Solapur
82.29,89.6,Mech,OPEN,Female,Govt College Karad
99.99,56.38,EnTC,OPEN,Female,COEP Pune
51.82,75.86,EnTC,OPEN,Female,Not Allotted
99.99,88.74,CS,OBC,Male,COEP Pune
63.64,33.69,IT,OPEN,Female,Local City College
81.0,99.99,Mech,SC,Male,WIT Solapur
78.56,69.34,IT,OPEN,Female,Orchid Solapur
93.83,34.5,EnTC,SC,Female,VJTI Mumbai
61.03,78.16,IT,EWS,Female,Local City College
91.93,75.67,Mech,SC,Male,SPIT Mumbai
99.99,73.36,CS,SC,Female,COEP Pune
64.55,94.82,IT,EWS,Female,Local City College
87.85,89.95,CS,OPEN,Male,WIT Solapur
75.07,80.96,EnTC,EWS,Female,Orchid Solapur
91.39,84.0,EnTC,SC,Female,SPIT Mumbai
85.29,72.91,CS,SC,Female,DY Patil Akurdi
75.38,99.99,EnTC,OPEN,Female,Orchid Solapur
92.32,45.42,IT,OBC,Female,PCCOE Pune
99.99,77.79,CS,OBC,Male,COEP Pune
82.14,76.3,IT,OBC,Female,Govt College Karad
95.8,91.27,CS,SC,Female,COEP Pune
65.6,58.12,IT,OPEN,Male,Local City College
70.65,40.13,IT,OPEN,Male,Local City College
92.09,78.14,EnTC,OPEN,Female,PCCOE Pune
99.99,80.62,EnTC,OPEN,Female,COEP Pune
90.33,99.99,EnTC,OPEN,Female,DY Patil Akurdi
80.3,49.59,CS,OPEN,Male,Sinhgad Pune
84.99,98.09,Civil,OPEN,Female,Govt College Karad
66.24,99.99,EnTC,OPEN,Male,Local City College
94.07,67.44,CS,OPEN,Male,VIT Pune
98.23,49.18,Mech,EWS,Male,PICT Pune
78.22,66.86,CS,SC,Female,Govt College Karad
77.95,75.28,IT,SC,Female,Govt College Karad
88.99,86.28,IT,OPEN,Female,WIT Solapur
78.45,63.17,IT,OBC,Male,Orchid Solapur
84.01,99.99,Mech,OBC,Female,Govt College Karad
99.99,52.71,IT,EWS,Female,COEP Pune
81.29,40.22,CS,SC,Male,WIT Solapur
79.62,97.13,Civil,OBC,Male,Orchid Solapur
75.29,29.51,Civil,ST,Male,Sinhgad Pune
96.16,70.92,EnTC,OPEN,Male,SPIT Mumbai
82.28,99.99,IT,OPEN,Male,Govt College Karad
75.26,74.76,CS,OBC,Female,Orchid Solapur
99.99,52.58,EnTC,OPEN,Male,COEP Pune
99.99,73.85,CS,OPEN,Female,COEP Pune
75.99,73.98,CS,SC,Male,Sinhgad Pune
57.0,78.21,IT,OPEN,Female,Not Allotted
99.99,88.25,CS,OBC,Female,COEP Pune
74.73,54.22,CS,EWS,Male,Local City College
96.86,99.99,IT,OPEN,Male,SPIT Mumbai
55.45,79.9,CS,OPEN,Female,Not Allotted
98.39,89.54,CS,OPEN,Male,PICT Pune
66.83,62.44,CS,OPEN,Male,Local City College
95.96,99.99,CS,OPEN,Male,Walchand Sangli
85.21,69.86,EnTC,OPEN,Male,WIT Solapur
70.69,80.55,Mech,OPEN,Male,Local City College
78.89,56.34,IT,OPEN,Male,Orchid Solapur
95.29,55.06,IT,SC,Male,COEP Pune
86.59,88.76,CS,ST,Male,PCCOE Pune
93.77,66.13,CS,SC,Female,VJTI Mumbai
99.99,57.92,CS,OBC,Female,COEP Pune
61.54,62.14,IT,OPEN,Male,Local City College
99.99,88.98,EnTC,SC,Male,COEP Pune
86.57,62.42,EnTC,OPEN,Female,WIT Solapur
71.52,72.65,IT,OPEN,Male,Local City College
65.05,75.3,CS,SC,Male,Local City College
82.16,36.65,EnTC,OPEN,Male,Govt College Karad
98.82,45.58,IT,OPEN,Male,VJTI Mumbai
83.09,81.73,EnTC,ST,Female,WIT Solapur
99.99,60.26,IT,EWS,Male,COEP Pune
63.23,96.13,EnTC,OPEN,Female,Local City College
84.82,94.34,Civil,OPEN,Male,Govt College Karad
66.21,89.38,Civil,OBC,Female,Local City College
90.45,99.99,IT,SC,Female,Walchand Sangli
